REPORT_ID,UND_UNIT_NUMBER,CASUALTY_NUMBER,Casualty Type,Sex_x,AGE,Position In Veh,Thrown Out,Injury Extent,Seat Belt,Unit Type,Licence Type,Unit Movement,Number Occupants,Stats Area,Total Units,Total Cas,Day,Time,Area Speed,Position Type,Horizontal Align,Vertical Align,Moisture Cond,Weather Cond,DayNight,Crash Type,Traffic Ctrls
2017-156-15/08/2019,2,1,Driver,Female,024,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,2,Friday,04:02 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-159-15/08/2019,1,1,Driver,Male,025,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Friday,07:15 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-160-15/08/2019,1,1,Rider,Male,040,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Swerving,1.0,2 Metropolitan,1,1,Friday,07:45 pm,100,Freeway,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-162-15/08/2019,1,1,Rider,Female,019,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,09:00 pm,50,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Night,Head On,No Control
2017-164-15/08/2019,1,1,Driver,Male,040,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Provisional 1 ,Overtaking - on Right,1.0,3 Country,2,1,Friday,11:45 am,100,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-167-15/08/2019,1,1,Driver,Male,037,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Saturday,11:40 am,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2017-168-15/08/2019,1,1,Driver,Female,076,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,3 Country,2,2,Saturday,12:52 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-168-15/08/2019,1,2,Passenger,Female,008,Rear Seat Left Passenger,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,3 Country,2,2,Saturday,12:52 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-173-15/08/2019,2,1,Pedestrian,Male,030,,,Treated at Hospital,,Pedestrian on Road,,Crossing with Traffic Signals,,1 City,2,1,Friday,04:30 pm,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
2017-174-15/08/2019,1,1,Rider,Male,018,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Provisional 2,Straight Ahead,1.0,3 Country,2,1,Saturday,03:16 pm,50,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
2017-180-15/08/2019,1,1,Rider,Male,018,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Provisional 1 ,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,05:45 pm,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-181-15/08/2019,1,1,Driver,Male,032,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Saturday,09:00 pm,40,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
2017-181-15/08/2019,1,2,Passenger,Female,040,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Saturday,09:00 pm,40,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
2017-182-15/08/2019,2,1,Driver,Male,087,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Vehicle - Type Unknown,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,11:55 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Rear End,Traffic Signals
2017-184-15/08/2019,1,1,Driver,Female,018,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,1.0,3 Country,2,1,Saturday,05:20 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-186-15/08/2019,1,1,Rider,Male,032,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,1,1,Sunday,09:37 am,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2017-190-15/08/2019,1,1,Rider,Male,046,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,3 Country,2,1,Sunday,09:45 am,90,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Hit Animal,No Control
2017-191-15/08/2019,2,1,Passenger,Female,050,Front Seat Left Passenger,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,4.0,2 Metropolitan,2,1,Sunday,01:50 pm,50,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Roundabout
2017-192-15/08/2019,1,1,Driver,Female,033,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Sunday,12:20 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-193-15/08/2019,1,1,Rider,Male,065,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,01:19 pm,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-199-15/08/2019,1,1,Driver,Male,045,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,1 City,2,1,Sunday,01:20 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-200-15/08/2019,2,1,Driver,Female,041,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Straight Ahead,2.0,2 Metropolitan,2,1,Sunday,01:30 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-201-15/08/2019,2,1,Driver,Female,018,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Sunday,04:00 pm,60,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-202-15/08/2019,1,1,Driver,Male,057,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Other,2.0,2 Metropolitan,2,1,Sunday,03:21 pm,80,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-207-15/08/2019,1,1,Driver,Female,052,Driver,Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,3 Country,1,2,Sunday,06:00 pm,110,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2017-207-15/08/2019,1,2,Passenger,Male,016,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,3 Country,1,2,Sunday,06:00 pm,110,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2017-208-15/08/2019,2,1,Driver,Female,023,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Sunday,06:00 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-209-15/08/2019,1,1,Rider,Male,056,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,1,1,Monday,09:00 am,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-221-15/08/2019,2,1,Passenger,Female,010,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,2 Metropolitan,2,1,Monday,02:13 pm,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-224-15/08/2019,3,1,Driver,Female,043,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Monday,02:56 pm,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-226-15/08/2019,1,1,Passenger,Female,012,Rear Seat Right Passenger,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Station Wagon,Full,Right Turn,6.0,2 Metropolitan,2,1,Friday,04:25 pm,60,Multiple,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-227-15/08/2019,1,1,Driver,Female,073,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Swerving,1.0,2 Metropolitan,2,1,Monday,03:50 pm,110,Freeway,Straight road,Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-231-15/08/2019,1,1,Driver,Female,034,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Monday,05:15 pm,50,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
2017-232-15/08/2019,1,1,Driver,Female,066,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,01:10 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2017-234-15/08/2019,1,1,Rider,Male,023,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Right Turn,2.0,2 Metropolitan,2,2,Monday,07:55 pm,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-234-15/08/2019,1,2,Passenger,Female,022,Passenger of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Right Turn,2.0,2 Metropolitan,2,2,Monday,07:55 pm,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-235-15/08/2019,1,1,Driver,Male,032,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Light Truck LT 4.5T,Unknown,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,11:30 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
2017-237-15/08/2019,1,1,Driver,Female,052,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,03:50 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-239-15/08/2019,2,1,Driver,Female,062,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,5,1,Tuesday,08:20 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-240-15/08/2019,2,1,Rider,Male,022,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,07:58 am,60,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
2017-241-15/08/2019,1,1,Driver,Male,061,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,07:15 am,70,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-243-15/08/2019,1,1,Driver,Female,042,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,01:05 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-246-15/08/2019,1,1,Driver,Female,080,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Monday,04:20 pm,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-248-15/08/2019,2,1,Driver,Male,029,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,12:30 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-250-15/08/2019,1,1,Driver,Female,081,Driver,Not Thrown Out,Fatal,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,2 Metropolitan,2,3,Tuesday,09:25 am,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-250-15/08/2019,2,1,Driver,Male,065,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,2 Metropolitan,2,3,Tuesday,09:25 am,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-250-15/08/2019,2,2,Passenger,Female,064,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,2 Metropolitan,2,3,Tuesday,09:25 am,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-251-15/08/2019,2,1,Rider,Male,044,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Overtaking - on Left,1.0,2 Metropolitan,2,1,Tuesday,02:45 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-252-15/08/2019,1,1,Driver,Female,080,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,01:35 pm,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-252-15/08/2019,1,2,Passenger,Female,068,Front Seat Left Passenger,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,01:35 pm,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-256-15/08/2019,2,1,Pedestrian,Male,092,,,Treated at Hospital,,Pedestrian on Road,,Crossing without Control,,2 Metropolitan,2,1,Tuesday,05:10 pm,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2017-258-15/08/2019,1,1,Rider,Male,017,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Learners,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,05:25 pm,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-258-15/08/2019,1,2,Passenger,Female,014,Passenger of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Learners,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,05:25 pm,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-265-15/08/2019,1,1,Rider,Male,040,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,1,1,Tuesday,10:30 pm,70,Not Divided,"CURVED, VIEW OPEN",Bottom of Hill,Dry,Not Raining,Night,Roll Over,No Control
2017-268-15/08/2019,1,1,Driver,Male,026,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Utility,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,11:30 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
2017-270-15/08/2019,1,1,Driver,Male,030,Driver,Not Thrown Out,Treated at Hospital,Fitted - Not Worn,Motor Cars - Sedan,Probationary,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,06:27 pm,60,Crossover,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-272-15/08/2019,1,1,Driver,Female,029,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,1,1,Wednesday,07:30 am,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-275-15/08/2019,2,1,Rider,Male,048,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,09:15 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Stop Sign
2017-276-15/08/2019,2,1,Driver,Female,030,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Wednesday,08:00 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-277-15/08/2019,2,1,Driver,Male,039,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,3 Country,2,1,Tuesday,07:08 pm,100,Not Divided,Straight road,Bottom of Hill,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-278-15/08/2019,2,1,Driver,Female,018,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,3 Country,3,1,Wednesday,10:00 am,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-279-15/08/2019,1,1,Driver,Female,045,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Swerving,1.0,3 Country,2,1,Wednesday,12:00 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-282-15/08/2019,1,1,Driver,Male,033,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Wednesday,01:45 pm,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-285-15/08/2019,2,1,Pedestrian,Male,XXX,,,Treated at Hospital,,Pedestrian on Road,,Walking on Road,,2 Metropolitan,2,1,Wednesday,03:15 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2017-286-15/08/2019,3,1,Driver,Female,033,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,4,1,Wednesday,03:00 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-288-15/08/2019,2,1,Driver,Male,042,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,2,Passenger,Female,009,Passenger on Multi-Passenger Vehicle,Not Thrown Out,By Private,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,3,Passenger,Male,014,Passenger on Multi-Passenger Vehicle,Not Thrown Out,By Private,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,4,Passenger,Female,007,Passenger on Multi-Passenger Vehicle,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,5,Passenger,Male,014,Passenger on Multi-Passenger Vehicle,Not Thrown Out,By Private,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,6,Passenger,Female,010,Passenger on Multi-Passenger Vehicle,Not Thrown Out,By Private,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,7,Passenger,Female,012,Passenger on Multi-Passenger Vehicle,Not Thrown Out,By Private,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,8,Passenger,Male,013,Passenger on Multi-Passenger Vehicle,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,9,Passenger,Male,011,Passenger on Multi-Passenger Vehicle,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,10,Passenger,Male,012,Passenger on Multi-Passenger Vehicle,Not Thrown Out,By Private,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,11,Passenger,Female,005,Passenger on Multi-Passenger Vehicle,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,OMNIBUS,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,01:13 pm,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-292-15/08/2019,1,1,Driver,Male,050,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,1,1,Wednesday,03:00 pm,110,Not Divided,"CURVED, VIEW OPEN",Crest of Hill,Dry,Not Raining,Daylight,Roll Over,No Control
2017-294-15/08/2019,2,1,Driver,Male,077,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Wednesday,06:30 pm,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2017-296-15/08/2019,2,1,Rider,Male,042,,Thrown Out,Admitted to Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,05:45 pm,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-298-15/08/2019,1,1,Driver,Male,XXX,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,05:30 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-299-15/08/2019,2,1,Driver,Female,029,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,3,2,Wednesday,05:33 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-299-15/08/2019,3,1,Driver,Female,052,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,3,2,Wednesday,05:33 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
